Date,Rating,Review,Vehicle Name,Miles Driven on Tires,Driving Conditions,Location,Driving Style
"February 16, 2005",4.0,These tires are very good performance tires and have excelent traction. I have 295/50 on rear and 235/60 on fron.  They do wander a little because they are so wide. But I love them for their traction and cool hotrod looks.,1985 Chevrolet Caprice Wagon ,"3,000 Miles",Mostly Highway,"ASHFORD, Al",Spirited
"February 16, 2005",4.0,Excellent in snow.Fair on ice. good wear previous tires were long trail t/a. These are much better.a little pricey. will buy again.,1995 Ford F150 4wd Pick-up ,"3,967 Miles",Mostly On Road,"Montrose, Mi",Average
"February 08, 2005",4.5,"79 Cutlass Supreme; 350CID 300Hp, Suspension built for handling (in progress).  Great tires on the stock Olds 14"" Rally Wheels.  Its easy to break the wheels loose in dry weather, but awesome in the rain!  No hydroplaning even at normal highway speeds in light rain.  Nice and quiet.  Cant really comment on treadwear (too many burnouts :) ) or comfort (stiff springs & shocks).  Great tires for old classic American Iron, especially with the white letters out.  Once the suspension work is complete, Ill go with Radial TAs 225/60 up front and 255/60 in the rear.",1979 Oldsmobile Cutlass ,"25,000 Miles",Combined Highway/City,"Simi Valley, CA",Spirited
"January 27, 2005",3.5,I have 4 cars now running on BFGs now and have always been happy with the service life I have received!,1987 Dodge Dakota 2wd ,"3,000 Miles",Combined Highway/City,"DENHAM SPRINGS, LA",Average
"January 24, 2005",3.5,"These Tires are good all around, except for wet traction. They are dangerously slick when the roads are wet. I do drive a Ford Ranger pickup, which has very little weight on the back, but I never had this problem with the old Firestones. Treadwear is decent, especially considering all the spinning that goes on in wet weather.",1995 Ford Ranger Super Cab 2wd ,"10,000 Miles",Mostly On Road,"Moneta, VA",Spirited
"January 12, 2005",4.0,"Second set on the van, put 60k on last set. kept inflation up a bit to 35 and we love it. Going to put same on my pickup.",2002 Chevrolet Astro ,"10,000 Miles",Mostly Highway,"Peoria, Az",Easy Going
"January 10, 2005",4.5,"This is my second set of these tires.  Yes, Id definitely purchase them again.",1999 Dodge Dakota 2wd ,"2,000 Miles",Combined Highway/City,"CARY, NC",Average
"January 07, 2005",3.0,"These are good tires, I would definatly buy them again.  The tread wear is great.  There not the best in the snow but that also makes it fun. They resist punctures and cuts well too.",1985 Pontiac Firebird ,"14,900 Miles",Combined Highway/City,"Quakertown, PA",Spirited
"January 05, 2005",4.0,"cars actually a Chevelle; 425hp/450ftlbs engine with 4.10 rear gears; Yokohamas are 295/50/15s in back and 235/60/15s in front.  car is far better in every way with the Yokohamas vs the BFGs.  Pricing was awesome.  Im sure there are better tires, but not for this poor mans budget.",1971 Chevrolet Monte Carlo ,"10,000 Miles",Combined Highway/City,"san antonio, tx",Spirited
"January 03, 2005",3.5,"ice traction not so good.... thats what i love about these tires... perfect for my ""Drift-Style"" Driving around the corners and straightaways, summer traction is top of the line quick gripping non skipping perfect for drag, a little touchy if youre trying to slide around those corners, great for high speed highway-dips.",1985 Toyota Corolla GTS ,400 Miles,Combined Highway/City,"Bronx, NY",Spirited
"December 26, 2004",3.5,Replaced OEM Mich LTX @78000mi w/BFG Radial TA. Small bits of the T/As tread chipped off on rocky roads. Chips got so bad by 22000mi had to replace tires. Went back to the LTXs and now have 30000 on them with no visable wear.,1996 Ford Explorer ,"22,000 Miles",Mostly On Road,"Austin, TX",Average
"December 21, 2004",4.0,"this is a great tire for an older car, it has that look that says musclecar. great tire, handles well, does everything well. these tires create big billowy clouds of smoke when you melt em down",1981 Pontiac Lemans 8cyl ,800 Miles,All City,"BROOKLYN, NY",Average
"December 20, 2004",3.0,"I have in excess of 80,000 miles on my 99 Toyota Tacoma, all on aset of Radial TAs. I have read several reviews on this board where the main problem was excessive tread wear. Of course I did not have that problem. I am planning on getting me a set of these same tires for christmas and I hope I will have the same good fortune as I had with the previous set.",1999 Toyota Tacoma 2wd ,"80,000 Miles",All On Road,"atlanta, ga",Average
"December 11, 2004",4.0,"I recently bought these tires for my Grand National and love the way they look and drive. I have always liked these tires on older muscle cars, as they have a nice aggresive look to them, but what I really like about them is they have plenty of traction. My previous tires would spin on dry pavement at 40 mph when I got on it, these dont. I would highly recommend them.",1987 Buick Grand National ,300 Miles,Combined Highway/City,"Mobile, Al",Spirited
"December 10, 2004",2.5,"These tires are difficult to let loose in dry weather. However in the rain, the rear tires let loose at almost every turn. The sidewalls are not stiff so they bounce around in turns. THEY EVEN FLEX WHEN I CLOSE THE DOOR! The tire wear is excellent. I am about to downgrade to a tire of lesser width just so I can get a different brand with better wet weather performance and stiffer sidewalls. This brand is one of the few available in 215/60/14. I would rather get 195/60/14 to get a larger selection of tires.",1971 Datsun 240Z ,"30,000 Miles",Combined Highway/City,"Riverside, CA",Spirited
"November 24, 2004",4.0,warranty package wasnt included with the tires when they were delivered.,1988 Honda Accord LXi Sedan ,"20,000 Miles",Combined Highway/City,"BOOMER, WV",Easy Going
"November 07, 2004",4.0,Sold truck,2002 Nissan Frontier SC Crew 2wd ,"5,000 Miles",Combined Highway/City,"ESCONDIDO, CA",Spirited
"November 02, 2004",4.5,"Love these tires.  They look great and handle great.  I have had many different tires and I am very happy with these.  This is a rear wheel drive car, driven in Minnesota, gets around no problem!!",1997 Ford Crown Victoria ,"35,000 Miles",Combined Highway/City,"Minneapolis, MN",Spirited
"October 18, 2004",4.0,Have been buying these same tires since 85. Cant believe that the price hasnt changed in all those years. They are definately the classic muscle car tire. Ive bought at least 6 sets of these and could decent milage out of them if it werent for all the stupid things Ive done to them. They are the old reliables & Id recommend them highly!,1971 Chevrolet Corvette ,"20,000 Miles",Combined Highway/City,"Anaheim, CA",Spirited
"October 15, 2004",3.0,THESE TIRES ARE GRAET FOR THE EVERYDAY DRIVER WHO DOESNT WHAT ANY KIND OF PERFORMANCE FROM YOUR TIRES. THE SIDE WALL IS SO SOFT WHEN YOU TURN QUIKE THEY GIVE A FALSE FEEL THAT YOUR SLIDE BUT REALLY THE SIDE WALL IS JUST GIVING AND THE TIRE IS ABOUT TO POP OFF THE RIM. ANOTHER THING IS THEY HAVE NO WET OR DRY TRACTION EVEN WHEN THEY ARE WARMED UP. THEY HYDROPLANE LIKE YOU WOULDNT BELIEVE SO IF YOU BUY A SET WATCH OUT.,1992 Chevrolet Camaro ,"7,000 Miles",Combined Highway/City,"OVIEDO, FL",Spirited
"October 06, 2004",3.5,"Not a bad tire, wear isnt bad but ive had much better.",1991 Ford Thunderbird ,"6,000 Miles",Combined Highway/City,"Glovertown, NL",Spirited
"October 03, 2004",3.5,"I love the white letter look, they are really sticky tires for the money and i love them, the one problem i have with them is that i am a driver with a heavy foot and they show because they wear really fast",1996 Ford Thunderbird ,"12,000 Miles",Mostly City,"Troy, mi",Spirited
"September 28, 2004",4.0,"A significant upgrade for this car that came with 205/75-15 rim protectors as OEM.  Went to the 235 which is the patrol car size and transformed this boat that has a standard suspension.  Everything improved over the OEM in every respect, illustrating the benefits of the size upgrade perfectly.  Plus the 235 fills the wheel wells nicely and got the rear end up a little, lessening the tendency to drag out of even moderately inclined driveways.  Never has hydro-planed yet though down to about 5/32"" currently.  Very quiet until recently when a worn idler arm allowed an out of line condition to feather the outer blocks.  Steering response and handling with the T/As are good while ride is excellent.  Great looking tire, well priced, decent wear.  Car is used for high speed 70-80+ mph highway driving and the tires do great, dont give up too soon on the two lanes either.",1991 Chevrolet Caprice ,"35,000 Miles",Combined Highway/City,"Boiling Springs, NC",Spirited
"September 18, 2004",3.5,"COULD HAVE GOTTON ANOTHER 10,000 BUT WITH WET WEATHER NEEDED TO CHANGE. HAVE DECIDED TO TRY THR GEOLANDER HT/S.WERE THE BEST TIRES YET THAT I HAV OWNED ANND GOTTEN MORE THAN 20,000 THE WAY I DRIVE",2002 Toyota Tacoma 2wd Extra Cab ,"30,000 Miles",Mostly On Road,"CHATSWORTH, CA",Spirited
"September 11, 2004",4.0,"My 3rd set of T/As on this highway driven truck. I pushed the last set of tires over 80,000 miles.",1992 Chevrolet C1500 2wd Pick-up ,"64,000 Miles",All On Road,"Yardville, NJ",Average
"August 29, 2004",4.0,"This size tire has the best dry traction Ive ever tried, Be carefull in the rain though!! This is an awesome summer tire hands down",1985 Chevrolet Citation X11 ,"3,000 Miles",Combined Highway/City,"North Smithfield, RI",Spirited
"August 24, 2004",3.0,"The tire has lasted a long time and seems to have held up well, My only doubt is the poor conditions: not happy with traction in snow and only average in rain.  Ill probably look around carefully for better quality verses price before rushing off to buy these again.",2002 Chevrolet Blazer 4wd 4dr ,"64,000 Miles",All On Road,"Omro, wi",Average
"August 18, 2004",4.0,"Great handling, traction, confort, look. I will probably buy again.",1988 Chevrolet Cavalier ,"2,000 Miles",Combined Highway/City,"Vaudreuil, Qc",Spirited
"August 10, 2004",3.5,"Excellent traction except snowy condition but as far as tread wear if you want long lasting you better go with something else. I have about 30,000 miles on mine and there is absolutely no tread left.",1992 Mazda Protege DX ,"30,000 Miles",Combined Highway/City,"Addison, NY",Spirited
"August 05, 2004",4.5,"The tires I purchased is for a car I am currently restoring, and have only driven on them about a 1,000 miles so far. They seem great. The purchase and delivery was easy, and Im sure I will try it again at some point in the future!",1976 Chevrolet Corvette ,"1,000 Miles",Combined Highway/City,"INDIANAPOLIS, IN",Easy Going
"August 04, 2004",4.0,Cant beat the tire or the way it looks on my sport truck.  Buying my fourth set of BF Goodrich tires tommorow.,1989 Dodge Dakota 2wd ,"60,000 Miles",Mostly On Road,"Yacolt, wa",Spirited
"July 29, 2004",3.5,Best tires I have ever had on a lowered vehicle. They perform as well on dry pavement as the same size of Michelins (which are a lot more expensive)I have these tires on 3 vehicles and I have no plans to buy anything else in the future.,1997 GMC Sonoma 2wd Extra Cab ,"42,000 Miles",All On Road,"Athens, TN",Spirited
